Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,72.582367,73.323006,71.101097,73.323006,35.481747,3779
2000-01-04,72.582367,74.557396,72.335487,73.323006,35.481747,32588
2000-01-05,70.113579,70.113579,69.619820,69.619820,33.689732,14725
2000-01-06,70.607338,72.582367,70.607338,72.088608,34.884407,68904
2000-01-07,75.791794,77.766823,75.791794,76.779305,37.154289,84541
2000-01-10,79.001213,86.407578,79.001213,82.951279,40.140968,33060
2000-01-11,80.976250,85.420067,80.482491,85.420067,41.335648,30302
2000-01-12,84.185669,85.420067,83.445030,84.926308,41.096706,34725
2000-01-13,84.185669,91.345154,83.445030,89.370125,43.247112,31750
2000-01-14,90.357643,90.851395,86.407578,89.370125,43.247112,35762
2000-01-17,89.863884,90.357643,88.876366,90.110764,43.605518,14197
2000-01-18,91.345154,91.345154,87.395096,88.135735,42.649784,38010
2000-01-19,84.432549,84.926308,83.938789,84.432549,40.857765,14867
2000-01-20,84.432549,89.863884,83.938789,89.863884,43.486050,14867
2000-01-21,88.382607,89.123245,88.382607,89.123245,43.127655,7056
2000-01-24,89.617004,89.617004,87.395096,87.395096,42.291382,37573
2000-01-25,84.926308,87.888855,84.679428,87.888855,42.530315,61293
2000-01-26,null,null,null,null,null,null
2000-01-27,null,null,null,null,null,null
2000-01-28,93.813942,97.023369,93.567062,97.023369,46.950600,41805
2000-01-31,93.813942,97.023369,93.567062,96.776489,46.831131,48558
2000-02-01,99.739037,101.220306,97.764008,98.504639,47.667404,78621
2000-02-02,99.739037,102.207825,99.739037,101.960945,49.339939,44047
2000-02-03,106.157883,108.626671,105.664124,108.132912,52.326626,120848
2000-02-04,109.614189,114.058006,101.960945,108.626671,52.565552,159855
2000-02-07,110.601700,117.020554,110.601700,117.020554,56.627445,79648
2000-02-08,null,null,null,null,null,null
2000-02-09,null,null,null,null,null,null
2000-02-10,123.686279,132.820801,123.686279,128.376968,62.122932,61728
2000-02-11,142.449066,144.177216,130.845764,133.314545,64.512276,15390
2000-02-14,126.401947,127.389458,113.811127,126.401947,61.167202,14972
2000-02-15,123.192520,125.908188,123.192520,124.180038,60.091988,34190
2000-02-16,124.426918,125.414429,121.464371,123.439400,59.733597,26071
2000-02-17,120.476852,128.870728,120.476852,128.376968,62.122932,15238
2000-02-18,134.795822,135.783340,129.858246,133.808304,64.751205,26221
2000-02-21,135.289581,144.670975,135.289581,144.670975,70.007751,36949
2000-02-22,null,null,null,null,null,null
2000-02-23,166.643188,169.358856,158.496185,158.743073,76.817383,54945
2000-02-24,174.543304,177.258972,168.865097,176.765228,85.538506,89278
2000-02-25,155.286758,164.421280,150.596069,158.743073,76.817383,37038
2000-02-28,148.127274,150.596069,140.227158,147.139771,71.202454,21478
2000-02-29,148.127274,154.052368,144.917862,154.052368,74.547531,35395
2000-03-01,null,null,null,null,null,null
2000-03-02,147.633530,149.608551,136.277100,140.720917,68.096298,64734
2000-03-03,143.189697,143.189697,138.252121,143.189697,69.290962,83447
2000-03-06,null,null,null,null,null,null
2000-03-07,129.858246,140.720917,125.414429,139.733398,67.618416,27722
2000-03-08,139.239639,143.683456,139.239639,141.214676,68.335220,31766
2000-03-09,143.683456,148.127274,143.189697,144.670975,70.007751,31397
2000-03-10,null,null,null,null,null,null
2000-03-13,null,null,null,null,null,null
2000-03-14,152.077347,155.039886,152.077347,153.558609,74.308578,27732
2000-03-15,148.127274,150.102310,145.164734,145.658493,70.485634,23238
