Date,Open,High,Low,Close,Adj Close,Volume
2011-05-10,39.770000,41.900002,39.110001,41.709999,34.409431,927600
2011-05-11,41.610001,41.610001,41.009998,41.009998,33.831955,55258
2011-05-12,40.700001,41.500000,39.830002,41.000000,33.823711,76529
2011-05-13,40.599998,40.680000,40.400002,40.529999,33.435970,12443
2011-05-16,40.549999,40.900002,40.480000,40.790001,33.650463,39808
2011-05-17,40.700001,40.779999,40.400002,40.410000,33.336975,69461
2011-05-18,40.500000,40.630001,40.410000,40.500000,33.411217,7886
2011-05-19,40.500000,40.560001,39.450001,40.549999,33.452473,23489
2011-05-20,40.580002,40.580002,40.230000,40.500000,33.411217,21690
2011-05-23,40.509998,40.509998,40.220001,40.299999,33.246223,39410
2011-05-24,40.000000,40.500000,39.599998,40.500000,33.411217,41476
2011-05-25,40.400002,41.000000,40.400002,41.000000,33.823711,9212
2011-05-26,40.750000,41.400002,40.700001,40.700001,33.576218,33342
2011-05-27,40.410000,40.799999,40.410000,40.750000,33.617462,9943
2011-05-30,40.459999,40.599998,40.099998,40.110001,33.089481,15048
2011-05-31,40.040001,41.680000,39.990002,41.459999,34.203190,60446
2011-06-01,41.459999,41.459999,40.500000,41.349998,34.112442,1527
2011-06-02,41.299999,41.299999,40.500000,41.189999,33.980446,6055
2011-06-03,40.549999,41.150002,40.500000,40.549999,33.452473,5806
2011-06-06,40.410000,41.000000,40.200001,41.000000,33.823711,38237
2011-06-07,40.500000,41.000000,40.500000,41.000000,33.823711,54230
2011-06-08,40.500000,41.000000,40.500000,41.000000,33.823711,118074
2011-06-09,40.799999,40.799999,40.500000,40.500000,33.411217,37810
2011-06-10,40.400002,40.500000,40.099998,40.500000,33.411217,56822
2011-06-13,40.400002,40.599998,40.400002,40.549999,33.452473,21872
2011-06-14,40.040001,40.310001,40.040001,40.310001,33.254478,57814
2011-06-15,40.009998,40.500000,40.009998,40.480000,33.394722,11765
2011-06-16,38.200001,40.049999,38.200001,40.000000,32.998737,16773
2011-06-17,39.849998,40.000000,39.400002,40.000000,32.998737,42272
2011-06-20,38.500000,40.000000,38.500000,39.700001,32.751251,96887
2011-06-21,39.500000,40.000000,39.500000,39.700001,32.751251,112899
2011-06-22,39.509998,40.490002,39.509998,40.000000,32.998737,3067
2011-06-23,40.000000,40.000000,40.000000,40.000000,32.998737,0
2011-06-24,39.990002,40.200001,39.810001,40.000000,32.998737,11715
2011-06-27,39.919998,40.099998,39.900002,40.000000,32.998737,52858
2011-06-28,39.200001,40.000000,39.200001,40.000000,32.998737,2625
2011-06-29,39.900002,40.200001,39.900002,40.200001,33.163727,8329
2011-06-30,40.500000,40.500000,40.000000,40.500000,33.411217,11642
2011-07-01,41.000000,42.950001,41.000000,42.810001,35.316902,35054
2011-07-04,42.750000,43.500000,42.750000,43.500000,35.886124,23526
2011-07-05,43.650002,43.700001,43.020000,43.299999,35.721130,12452
2011-07-06,43.160000,43.299999,42.200001,43.299999,35.721130,8675
2011-07-07,43.299999,43.799999,42.639999,43.500000,35.886124,14366
2011-07-08,43.299999,43.750000,42.049999,42.049999,34.689922,5135
2011-07-11,42.020000,42.900002,41.970001,42.099998,34.731171,4513
2011-07-12,42.720001,42.720001,39.580002,41.980000,34.632175,42686
2011-07-13,41.000000,42.500000,41.000000,42.000000,34.648670,6426
2011-07-14,41.110001,41.990002,41.110001,41.980000,34.632175,16962
2011-07-15,41.980000,41.980000,41.500000,41.799999,34.483677,623
2011-07-18,41.119999,41.119999,40.500000,40.900002,33.741215,2219
2011-07-19,40.700001,40.900002,40.020000,40.500000,33.411217,2480
2011-07-20,40.500000,40.849998,40.130001,40.139999,33.114231,1959
2011-07-21,40.400002,40.400002,39.509998,40.000000,32.998737,4036
2011-07-22,40.009998,40.849998,40.009998,40.849998,33.699951,51001
2011-07-25,40.970001,40.970001,40.299999,40.950001,33.782459,2589
2011-07-26,40.959999,41.490002,40.799999,41.000000,33.823711,3920
2011-07-27,41.000000,41.200001,40.500000,40.500000,33.411217,2555
2011-07-28,40.500000,40.500000,39.700001,40.099998,33.081226,6685
2011-07-29,40.709999,40.709999,39.910000,40.700001,33.576218,23259
2011-08-01,40.009998,40.250000,39.389999,39.500000,32.586254,49196
2011-08-02,39.849998,39.849998,39.400002,39.400002,32.503757,21034
2011-08-03,39.799999,39.799999,37.500000,38.599998,31.843781,33219
2011-08-04,37.000000,38.900002,37.000000,37.200001,30.688824,33969
2011-08-05,32.000000,37.500000,32.000000,36.799999,30.358837,27161
2011-08-08,34.099998,36.500000,34.000000,34.900002,28.791401,24499
2011-08-09,34.000000,34.049999,30.709999,33.500000,27.636444,141482
2011-08-10,34.400002,35.000000,31.110001,32.000000,26.398989,67592
2011-08-11,32.500000,34.000000,31.700001,34.000000,28.048925,12416
2011-08-12,35.450001,35.900002,34.500000,35.730000,29.476124,3287
2011-08-15,35.730000,35.730000,35.730000,35.730000,29.476124,0
2011-08-16,36.799999,36.799999,34.299999,35.400002,29.203886,8495
2011-08-17,36.669998,36.669998,35.000000,35.000000,28.873898,1950
2011-08-18,34.980000,35.830002,33.200001,33.200001,27.388956,9984
2011-08-19,33.200001,34.590000,33.200001,34.570000,28.519159,3650
2011-08-22,35.000000,35.599998,34.500000,35.500000,29.286379,934
2011-08-23,35.700001,35.700001,35.000000,35.000000,28.873898,1629
2011-08-24,34.799999,35.000000,34.799999,35.000000,28.873898,438
2011-08-25,35.099998,36.000000,35.099998,35.500000,29.286379,798
2011-08-26,36.340000,36.340000,35.500000,36.000000,29.698864,1183
2011-08-29,36.400002,36.799999,35.500000,36.799999,30.358837,52361
2011-08-30,36.799999,36.799999,36.400002,36.599998,30.193842,27948
2011-08-31,37.820000,39.299999,36.799999,37.700001,31.101315,28818
2011-09-01,38.500000,38.500000,36.000000,37.490002,30.928066,1818
2011-09-02,36.750000,37.509998,36.750000,37.369999,30.829071,4878
2011-09-05,36.500000,37.000000,35.700001,37.000000,30.523838,2423
2011-09-06,36.980000,37.299999,36.599998,37.299999,30.771324,71357
2011-09-07,37.299999,37.959999,37.250000,37.599998,31.018818,619
2011-09-08,40.000000,40.000000,39.150002,40.000000,32.998737,313916
2011-09-09,39.980000,40.099998,38.020000,39.599998,32.668755,14498
2011-09-12,39.599998,39.599998,37.650002,38.099998,31.431299,4280
2011-09-13,38.099998,39.009998,37.500000,38.000000,31.348799,3128
2011-09-14,38.000000,38.099998,38.000000,38.000000,31.348799,15113
2011-09-15,38.799999,38.799999,38.410000,38.459999,31.728283,1255
2011-09-16,38.009998,39.480000,38.009998,39.450001,32.545006,1711
2011-09-19,39.500000,39.500000,38.299999,39.099998,32.256264,64899
2011-09-20,39.099998,39.700001,39.099998,39.700001,32.751251,2529
2011-09-21,39.500000,40.860001,39.500000,40.400002,33.328724,2989
2011-09-22,40.000000,40.000000,39.150002,39.299999,32.421265,6193
2011-09-23,38.320000,39.840000,38.320000,38.799999,32.008774,117613
2011-09-26,39.500000,40.320000,39.180000,40.320000,33.262722,2473
2011-09-27,40.299999,42.000000,40.299999,41.500000,34.236191,13563
2011-09-28,41.599998,43.209999,41.599998,43.099998,35.556137,59905
2011-09-29,43.000000,43.869999,43.000000,43.869999,36.191372,9955
2011-09-30,42.500000,44.320000,42.500000,43.000000,35.473644,63009
2011-10-03,43.000000,43.000000,41.099998,42.189999,34.805420,7442
2011-10-04,42.000000,42.000000,40.330002,40.400002,33.328724,10903
2011-10-05,41.000000,42.209999,40.900002,42.189999,34.805420,5977
2011-10-06,42.279999,43.000000,42.099998,42.500000,35.061157,665
2011-10-07,42.209999,42.209999,41.849998,42.000000,34.648670,6222
2011-10-10,42.000000,42.000000,41.099998,42.000000,34.648670,9041
2011-10-11,42.279999,42.299999,41.799999,42.299999,34.896164,41340
2011-10-12,42.400002,42.700001,41.560001,42.700001,35.226154,33058
2011-10-13,42.700001,43.980000,41.910000,42.400002,34.978661,6264
2011-10-14,42.029999,42.400002,42.000000,42.099998,34.731171,40834
2011-10-17,43.299999,43.299999,42.000000,42.000000,34.648670,1398
2011-10-18,41.520000,42.000000,40.750000,42.000000,34.648670,1828
2011-10-19,42.000000,42.000000,41.200001,41.709999,34.409431,5548
2011-10-20,41.500000,42.000000,41.009998,42.000000,34.648670,4143
2011-10-21,41.610001,41.610001,41.200001,41.200001,33.988701,1241
2011-10-24,41.049999,41.750000,40.310001,41.750000,34.442436,18711
2011-10-25,42.000000,42.230000,41.299999,42.119999,34.747665,591
2011-10-26,41.990002,42.119999,40.509998,42.090000,34.722919,1098
2011-10-27,42.000000,42.700001,41.500000,42.700001,35.226154,3540
2011-10-28,43.000000,43.000000,41.820000,41.820000,34.500179,551
2011-10-31,41.150002,42.970001,41.150002,42.400002,34.978661,6352
2011-11-01,42.400002,42.400002,42.400002,42.400002,34.978661,0
2011-11-02,41.000000,42.200001,40.529999,42.000000,34.648670,4614
2011-11-03,42.200001,42.500000,41.500000,42.500000,35.061157,1337
2011-11-04,41.799999,42.400002,41.799999,42.400002,34.978661,4827
2011-11-07,42.290001,42.299999,41.900002,42.250000,34.854916,215282
2011-11-08,42.400002,42.980000,42.099998,42.799999,35.308651,1996
2011-11-09,42.700001,42.700001,41.820000,42.000000,34.648670,1002
2011-11-10,41.500000,41.900002,41.000000,41.790001,34.475433,515
2011-11-11,41.790001,41.790001,41.790001,41.790001,34.475433,0
2011-11-14,41.950001,42.389999,41.070000,41.500000,34.236191,1926
2011-11-15,41.200001,41.500000,38.150002,41.500000,34.236191,5429
2011-11-16,41.540001,42.500000,41.540001,42.500000,35.061157,2386
2011-11-17,42.500000,42.599998,41.700001,42.500000,35.061157,1033
2011-11-18,42.060001,42.060001,40.650002,42.000000,34.648670,8641
2011-11-21,41.500000,41.500000,40.500000,40.509998,33.419472,1651
2011-11-22,40.500000,41.000000,40.500000,41.000000,33.823711,9630
2011-11-23,41.500000,41.500000,40.220001,40.509998,33.419472,65866
2011-11-24,40.799999,41.299999,40.799999,40.970001,33.798954,964
2011-11-25,40.970001,40.970001,40.970001,40.970001,33.798954,0
2011-11-28,40.700001,41.700001,40.700001,41.700001,34.401184,3527
2011-11-29,41.009998,41.700001,41.009998,41.689999,34.392937,2441
2011-11-30,41.400002,44.000000,41.400002,44.000000,36.298615,59710
2011-12-01,43.009998,44.000000,42.509998,42.700001,35.226154,31089
2011-12-02,43.840000,43.840000,42.740002,42.950001,35.432392,1560
2011-12-05,42.799999,43.500000,42.509998,42.900002,35.391151,774
2011-12-06,43.000000,43.000000,42.599998,42.599998,35.143654,459
2011-12-07,42.889999,42.889999,42.299999,42.310001,34.904415,2011
2011-12-08,42.310001,42.310001,42.310001,42.310001,34.904415,0
2011-12-09,42.599998,43.400002,41.849998,42.799999,35.308651,633
2011-12-12,42.990002,43.389999,42.990002,42.990002,35.465397,7428
2011-12-13,42.599998,42.799999,42.509998,42.799999,35.308651,424
2011-12-14,43.000000,43.189999,43.000000,43.000000,35.473644,670
2011-12-15,43.099998,43.099998,42.200001,42.200001,34.813671,887
2011-12-16,42.200001,42.299999,42.200001,42.299999,34.896164,58
2011-12-19,43.000000,43.090000,42.459999,42.459999,35.028160,23480
2011-12-20,42.200001,43.200001,42.200001,42.529999,35.085907,173932
2011-12-21,43.150002,43.700001,43.000000,43.500000,35.886124,107038
2011-12-22,43.000000,43.099998,42.709999,43.000000,35.473644,1088
2011-12-23,43.200001,43.200001,43.000000,43.000000,35.473644,6733
2011-12-26,43.000000,43.000000,43.000000,43.000000,35.473644,0
2011-12-27,42.299999,43.099998,42.200001,43.000000,35.473644,3634
2011-12-28,43.400002,44.000000,43.400002,43.849998,36.174866,2520
2011-12-29,43.889999,43.889999,43.520000,43.520000,35.902626,28854
2011-12-30,43.500000,43.740002,43.060001,43.720001,36.067623,471
2012-01-02,43.820000,43.820000,43.139999,43.279999,35.704636,1620
2012-01-03,43.500000,43.779999,43.000000,43.500000,35.886124,50590
2012-01-04,43.500000,43.500000,43.299999,43.299999,35.721130,206
2012-01-05,43.299999,43.500000,43.099998,43.099998,35.556137,1840
2012-01-06,43.099998,43.099998,43.099998,43.099998,35.556137,0
2012-01-09,43.009998,43.500000,43.000000,43.500000,35.886124,2226
2012-01-10,43.500000,43.500000,42.799999,42.799999,35.308651,1724
2012-01-11,42.799999,43.000000,42.150002,42.150002,34.772423,1853
2012-01-12,42.000000,43.060001,41.299999,42.500000,35.061157,6100
2012-01-13,43.470001,43.470001,42.500000,42.910000,35.399395,7857
2012-01-16,42.400002,42.650002,42.400002,42.619999,35.160149,18337
2012-01-17,42.689999,42.700001,42.450001,42.669998,35.201393,3036
2012-01-18,43.470001,43.470001,42.349998,43.000000,35.473644,4179
2012-01-19,43.000000,43.000000,42.500000,42.799999,35.308651,39898
2012-01-20,42.180000,43.099998,42.180000,43.099998,35.556137,1026
2012-01-23,42.509998,42.840000,42.459999,42.840000,35.341652,1682
2012-01-24,42.900002,43.049999,42.900002,43.000000,35.473644,5060
2012-01-25,42.750000,42.810001,42.410000,42.810001,35.316902,106
2012-01-26,42.419998,43.000000,42.419998,42.650002,35.184902,45511
2012-01-27,42.990002,43.049999,42.700001,43.049999,35.514889,7970
2012-01-30,42.529999,43.000000,42.209999,43.000000,35.473644,1807
2012-01-31,42.990002,43.000000,42.209999,42.380001,34.962162,1264
2012-02-01,42.700001,42.900002,42.619999,42.700001,35.226154,2561
2012-02-02,42.700001,42.709999,42.599998,42.599998,35.143654,133927
2012-02-03,42.500000,42.849998,42.000000,42.849998,35.349895,3317
2012-02-06,42.900002,43.950001,42.860001,43.500000,35.886124,4980
2012-02-07,43.950001,46.500000,43.900002,46.500000,38.361031,20084
2012-02-08,47.200001,48.500000,46.009998,46.500000,38.361031,8577
2012-02-09,45.849998,46.590000,45.299999,45.299999,37.371071,4300
2012-02-10,45.279999,45.299999,44.310001,44.980000,37.107079,2078
2012-02-13,45.299999,45.990002,44.549999,45.000000,37.123581,8083
2012-02-14,45.009998,45.080002,44.980000,45.000000,37.123581,2318
2012-02-15,45.000000,45.990002,45.000000,45.970001,37.923798,28110
2012-02-16,45.959999,46.900002,45.799999,46.799999,38.608521,2169
2012-02-17,46.799999,46.900002,46.459999,46.599998,38.443527,5004
2012-02-20,46.650002,46.900002,46.110001,46.889999,38.682770,3027
2012-02-21,46.900002,47.000000,46.520000,47.000000,38.773510,1706
2012-02-22,47.000000,47.099998,45.310001,45.480000,37.519562,5779
2012-02-23,45.400002,46.860001,45.400002,46.299999,38.196041,3083
2012-02-24,46.000000,46.590000,46.000000,46.500000,38.361031,1117
2012-02-27,46.400002,47.900002,46.400002,47.630001,39.293247,6803
2012-02-28,47.630001,48.000000,46.900002,47.599998,39.268501,19594
2012-02-29,47.500000,47.950001,46.650002,47.099998,38.856010,1678
2012-03-01,46.700001,46.980000,46.009998,46.880001,38.674519,1634
2012-03-02,47.490002,47.490002,46.549999,46.549999,38.402279,2740
2012-03-05,46.709999,47.189999,46.700001,47.000000,38.773510,974
2012-03-06,46.720001,46.720001,44.009998,45.099998,37.206074,5469
2012-03-07,45.099998,45.799999,45.009998,45.799999,37.783554,27745
2012-03-08,45.990002,47.700001,45.990002,47.439999,39.136501,4061
2012-03-09,47.549999,47.549999,47.000000,47.290001,39.012756,468
2012-03-12,47.590000,47.590000,45.799999,47.340000,39.054008,3953
2012-03-13,47.450001,47.450001,45.779999,45.799999,37.783554,24388
2012-03-14,46.980000,47.419998,45.820000,47.020000,38.790012,88666
2012-03-15,47.200001,48.099998,47.200001,47.900002,39.515995,6902
2012-03-16,48.000000,48.330002,47.500000,47.880001,39.499493,3165
2012-03-19,46.799999,47.599998,46.200001,46.200001,38.113548,3419
2012-03-20,46.400002,47.490002,46.200001,47.290001,39.012756,3610
2012-03-21,47.500000,48.000000,46.860001,48.000000,39.598484,11677
2012-03-22,48.189999,49.500000,48.189999,48.950001,40.382202,19229
2012-03-23,49.970001,50.900002,49.500000,50.400002,41.578411,14133
2012-03-26,50.500000,50.750000,50.200001,50.500000,41.660912,62050
2012-03-27,50.400002,50.400002,50.000000,50.150002,41.372169,317243
2012-03-28,50.099998,50.900002,50.000000,50.900002,41.990891,15555
2012-03-29,50.900002,51.500000,49.660000,49.709999,41.009182,53799
2012-03-30,49.709999,50.450001,49.709999,50.200001,41.413418,23222
2012-04-02,50.200001,51.900002,48.509998,49.009998,40.431698,23292
2012-04-03,49.630001,50.599998,49.099998,49.549999,40.877186,25378
2012-04-04,50.000000,50.000000,48.599998,48.599998,40.093464,12341
2012-04-05,48.610001,49.990002,48.610001,49.660000,40.967934,23234
2012-04-06,49.660000,49.660000,49.660000,49.660000,40.967934,0
2012-04-09,49.660000,49.660000,49.660000,49.660000,40.967934,0
2012-04-10,50.400002,50.400002,48.740002,48.770000,40.233711,6415
2012-04-11,48.770000,50.000000,47.500000,49.500000,40.835941,36688
2012-04-12,49.990002,51.599998,49.990002,51.599998,42.568367,9516
2012-04-13,52.000000,52.000000,51.000000,51.000000,42.073387,14907
2012-04-16,50.500000,51.500000,50.500000,51.099998,42.155888,3699
2012-04-17,51.299999,51.299999,50.500000,51.099998,42.155888,1942
2012-04-18,51.150002,51.299999,50.000000,51.000000,42.073387,7452
2012-04-19,51.000000,51.000000,50.000000,50.000000,41.248425,4053
2012-04-20,50.000000,50.000000,49.040001,49.799999,41.083427,3922
2012-04-23,49.950001,49.950001,47.000000,47.000000,38.773510,10265
2012-04-24,47.200001,48.590000,47.200001,47.700001,39.350998,16476
2012-04-25,48.400002,48.500000,48.000000,48.000000,39.598484,15316
2012-04-26,48.590000,48.590000,48.099998,48.200001,39.763481,6741
2012-04-27,48.500000,48.990002,48.250000,48.299999,39.845978,3182
2012-04-30,48.900002,48.900002,48.299999,48.299999,39.845978,1524
2012-05-01,48.299999,48.299999,48.299999,48.299999,39.845978,0
2012-05-02,48.299999,48.299999,48.299999,48.299999,39.845978,0
2012-05-03,48.299999,48.299999,47.200001,47.980000,39.581985,3568
2012-05-04,47.299999,47.959999,47.000000,47.849998,39.474739,1805
2012-05-07,46.209999,47.650002,46.209999,47.400002,39.103508,3773
2012-05-08,48.180000,48.500000,48.169998,48.500000,40.010971,1913
2012-05-09,48.450001,48.799999,47.900002,48.599998,40.093464,1229
2012-05-10,48.700001,49.490002,47.900002,48.900002,40.340961,481
2012-05-11,48.900002,49.099998,48.049999,49.099998,40.505947,1303
2012-05-14,49.500000,49.500000,48.110001,48.500000,40.010971,800
2012-05-15,48.009998,48.500000,47.799999,47.799999,39.433491,22064
2012-05-16,47.700001,47.700001,45.000000,47.049999,38.814766,12599
2012-05-17,47.000000,47.000000,44.959999,45.000000,37.123581,11902
2012-05-18,43.990002,45.950001,43.990002,45.849998,37.824802,3607
2012-05-21,46.169998,46.570000,46.169998,46.500000,38.361031,744
2012-05-22,46.599998,47.450001,45.250000,45.950001,37.907299,2444
2012-05-23,45.799999,45.900002,45.799999,45.900002,37.866055,20180
2012-05-24,45.000000,45.500000,45.000000,45.500000,37.536060,680
2012-05-25,45.009998,45.700001,45.000000,45.700001,37.701057,1149
2012-05-28,45.349998,46.000000,45.349998,46.000000,37.948551,188
2012-05-29,45.110001,45.900002,45.110001,45.110001,37.214329,142
2012-05-30,45.000000,45.009998,45.000000,45.000000,37.123581,1051
