Date,Open,High,Low,Close,Adj Close,Volume,Name,Price Change,Price Change (%),Daily Range,Volatility,SMA_10,MA_Volume_10,RSI
2020-10-13,72.0,80.0,71.080002,80.0,80.0,18452974.0,ALE,8.0,11.11111111111111,8.919998000000007,11.149997500000008,,,
2020-10-14,84.0,90.300003,71.25,75.959999,75.959999,16731591.0,ALE,-8.040001000000004,-9.571429761904767,19.050003000000004,25.078993221155788,,,
2020-10-15,76.0,80.0,71.519997,79.220001,79.220001,6235974.0,ALE,3.2200009999999963,4.236843421052627,8.480002999999996,10.704371235743858,,,
2020-10-16,80.0,85.440002,79.25,81.449997,81.449997,15480831.0,ALE,1.4499969999999962,1.8124962499999953,6.190002000000007,7.599757185994749,,,
2020-10-19,81.449997,83.620003,79.800003,83.400002,83.400002,3205087.0,ALE,1.9500050000000044,2.394113040912702,3.819999999999993,4.580335621574677,,,
2020-10-20,83.449997,85.599998,83.330002,85.0,85.0,3048042.0,ALE,1.5500030000000038,1.857403302243383,2.269996000000006,2.670583529411772,,,
2020-10-21,85.989998,85.989998,82.120003,84.169998,84.169998,2734889.0,ALE,-1.8199999999999932,-2.1165252265734362,3.869995000000003,4.597831878289938,,,
2020-10-22,83.839996,89.0,83.720001,85.370003,85.370003,5133134.0,ALE,1.5300069999999977,1.824913016455771,5.279999000000004,6.184841061795446,,,
2020-10-23,86.370003,89.0,85.43,89.0,89.0,30874654.0,ALE,2.629997000000003,3.045035207420339,3.569999999999993,4.011235955056172,,,
2020-10-26,89.0,92.860001,85.5,91.699997,91.699997,2752483.0,ALE,2.699996999999996,3.033704494382018,7.360000999999997,8.02617365407329,83.5269997,10464965.9,
2020-10-27,91.599998,98.779999,90.400002,94.639999,94.639999,3996495.0,ALE,3.0400010000000037,3.3187784567418914,8.379997000000003,8.854603855183898,84.9909996,9019318.0,
2020-10-28,94.639999,96.550003,82.099998,87.669998,87.669998,4158058.0,ALE,-6.970000999999996,-7.364751768435665,14.450005000000004,16.48226911103614,86.16199950000001,7761964.7,
2020-10-29,88.0,90.370003,84.629997,85.940002,85.940002,1854893.0,ALE,-2.059997999999993,-2.3409068181818102,5.740005999999994,6.679085252988467,86.8339996,7323856.6,
2020-10-30,85.0,86.800003,80.0,80.449997,80.449997,1850831.0,ALE,-4.550003000000004,-5.352944705882357,6.800003000000004,8.452458985175603,86.7339996,5960856.6,
2020-11-02,81.199997,85.440002,81.18,84.169998,84.169998,2942285.0,ALE,2.9700010000000105,3.6576368346417683,4.260002,5.061188192020629,86.8109992,5934576.4,54.93024025911748
2020-11-03,85.400002,85.5,82.120003,83.690002,83.690002,1908419.0,ALE,-1.7099999999999937,-2.002341873481448,3.379997000000003,4.038710621610456,86.67999940000001,5820614.1,59.979347277613186
2020-11-04,83.0,87.199997,82.5,86.589996,86.589996,2026196.0,ALE,3.5899959999999993,4.325296385542168,4.699996999999996,5.427875294046666,86.9219992,5749744.8,59.60385191606098
2020-11-05,88.300003,89.599998,86.699997,87.559998,87.559998,1296652.0,ALE,-0.7400050000000107,-0.8380577291713237,2.900001000000003,3.3120158362726357,87.14099870000001,5366096.6,58.23228352917587
2020-11-06,88.0,93.0,87.870003,92.129997,92.129997,2860026.0,ALE,4.129997000000003,4.693178409090913,5.129997000000003,5.568215746278601,87.4539984,2564633.8,60.986655044884856
2020-11-09,94.0,95.300003,84.599998,90.610001,90.610001,4577919.0,ALE,-3.389999000000003,-3.6063819148936203,10.700005000000004,11.80885650801395,87.34499880000001,2747177.4,57.0744035188102
2020-11-10,89.0,89.0,82.620003,82.75,82.75,4475543.0,ALE,-6.25,-7.02247191011236,6.379997000000003,7.709966163141997,86.15599890000001,2795082.2,48.479007879864234
