Date,Open,High,Low,Close,Adj Close,Volume,Name,Price Change,Price Change (%),Daily Range,Volatility,SMA_10,MA_Volume_10,RSI
2010-05-11,32.200001,32.200001,32.200001,32.200001,14.010988,0.0,PZU,0.0,0.0,0.0,0.0,,,
2010-05-12,34.900002,36.0,34.810001,36.0,15.664458,72253000.0,PZU,1.0999979999999994,3.1518565529022013,1.1899990000000003,3.3055527777777787,,,
2010-05-13,35.799999,36.189999,35.400002,35.700001,15.533922,18084200.0,PZU,-0.09999799999999937,-0.27932403014871415,0.7899969999999996,2.2128766887149376,,,
2010-05-14,35.529999,36.0,35.330002,35.5,15.446897,10570620.0,PZU,-0.029998999999996556,-0.08443287600429304,0.6699979999999996,1.887318309859154,,,
2010-05-17,34.599998,35.299999,34.52,35.099998,15.272846,9313620.0,PZU,0.5,1.4450867887333403,0.7799989999999966,2.2222194998415574,,,
2010-05-18,35.049999,35.48,35.029999,35.299999,15.359873,5744340.0,PZU,0.25,0.7132667821188811,0.4500010000000003,1.2747904043849982,,,
2010-05-19,35.02,35.18,34.59,34.59,15.050933,9248400.0,PZU,-0.4299999999999997,-1.227869788692175,0.5899999999999963,1.7056952876553808,,,
2010-05-20,34.400002,34.5,33.049999,33.099998,14.402598,10373970.0,PZU,-1.3000040000000013,-3.7790811756348193,1.4500010000000003,4.38066793840894,,,
2010-05-21,33.099998,33.650002,32.599998,33.650002,14.641918,5331050.0,PZU,0.5500040000000013,1.6616436049331522,1.0500040000000013,3.120368313796835,,,
2010-05-24,33.66,34.450001,33.650002,34.25,14.902993,4693520.0,PZU,0.5900000000000034,1.7528223410576453,0.7999989999999997,2.335763503649634,34.5389999,14561272.0,
2010-05-25,33.509998,33.990002,32.799999,33.0,14.359086,5079580.0,PZU,-0.5099980000000031,-1.5219278735856774,1.1900029999999973,3.606069696969689,34.6189998,15069230.0,
2010-05-26,33.43,35.400002,33.43,35.400002,15.403387,25435870.0,PZU,1.970002000000001,5.8929165420281215,1.970002000000001,5.564977086724461,34.559000000000005,10387517.0,
2010-05-27,34.799999,35.240002,34.700001,35.02,15.238038,2387760.0,PZU,0.22000100000000344,0.6321867997754926,0.5400009999999966,1.5419788692175802,34.4909999,8817873.0,
2010-05-28,35.040001,35.139999,34.599998,35.0,15.229335,1656780.0,PZU,-0.04000099999999662,-0.11415810176488472,0.5400010000000037,1.5428600000000106,34.440999899999994,7926489.0,
2010-05-31,34.599998,35.0,34.299999,35.0,15.229335,747140.0,PZU,0.40000200000000063,1.156075211333829,0.7000010000000003,2.0000028571428583,34.4310001,7069841.0,61.38210142773065
2010-06-01,34.540001,34.98,34.049999,34.860001,15.168417,2516020.0,PZU,0.3200000000000003,0.9264620461360158,0.9300009999999972,2.6678169056851067,34.3870003,6747009.0,43.402790436908106
2010-06-02,34.689999,35.099998,34.610001,34.950001,15.207578,2275360.0,PZU,0.26000200000000007,0.7495013188094933,0.48999700000000246,1.4019942374250647,34.4230004,6049705.0,45.551606700347925
2010-06-03,34.950001,34.950001,34.950001,34.950001,15.207578,0.0,PZU,0.0,0.0,0.0,0.0,34.6080007,5012308.0,46.65857595052449
2010-06-04,34.860001,35.099998,34.200001,34.200001,14.881235,2224930.0,PZU,-0.6599999999999966,-1.8932873811449307,0.899996999999999,2.6315700984920998,34.663000600000004,4701696.0,44.75526651668235
2010-06-07,33.599998,34.25,33.599998,34.0,14.794212,1809850.0,PZU,0.40000200000000063,1.1904822137191813,0.6500020000000006,1.911770588235296,34.638000600000005,4413329.0,42.424254432426466
2010-06-08,34.02,34.400002,33.900002,33.900002,14.750698,12179810.0,PZU,-0.11999800000000249,-0.35272780717225893,0.5,1.4749261666710227,34.728000800000004,5123352.0,45.67128305800522
2010-06-09,33.970001,34.790001,33.799999,34.700001,15.098798,2212040.0,PZU,0.7299999999999969,2.148954896998669,0.9900019999999969,2.8530316180682442,34.658000699999995,2800969.0,60.98902706496137
2010-06-10,34.43,35.130001,34.43,35.0,15.229335,3255870.0,PZU,0.5700000000000003,1.6555329654371196,0.7000010000000003,2.0000028571428583,34.6560007,2887780.0,59.6016954770115
2010-06-11,34.939999,35.049999,34.740002,34.900002,15.185823,3963610.0,PZU,-0.039996999999999616,-0.11447338621847017,0.30999700000000274,0.8882435021063975,34.646000900000004,3118463.0,54.9770459347767
2010-06-14,34.900002,35.349998,34.700001,35.169998,15.303307,1652310.0,PZU,0.269995999999999,0.7736274628293689,0.649996999999999,1.8481576257126857,34.6630007,3208980.0,69.54955266618305
2010-06-15,35.0,35.290001,34.830002,35.25,15.338115,2675010.0,PZU,0.25,0.7142857142857143,0.45999899999999627,1.304961702127649,34.7020006,3224879.0,47.67798330275535
2010-06-16,35.27,35.349998,34.619999,35.240002,15.333766,3303590.0,PZU,-0.029998000000006186,-0.08505245250923216,0.7299989999999994,2.0715066928770307,34.731000699999996,3327702.0,53.84620225944833
2010-06-17,34.950001,35.400002,34.900002,35.360001,15.385981,2985450.0,PZU,0.4099999999999966,1.1731044013417813,0.5,1.4140271093318126,34.7720007,3626247.0,56.08112057173179
2010-06-18,35.259998,35.880001,35.259998,35.75,15.555676,11134450.0,PZU,0.49000199999999694,1.389682438439154,0.620002999999997,1.7342741258741172,34.9270006,4517199.0,61.19406994890725
2010-06-21,35.700001,36.48,35.700001,36.48,15.873321,3452820.0,PZU,0.7799989999999966,2.1848710872585033,0.7799989999999966,2.1381551535087624,35.1750006,4681496.0,70.55842034076743
2010-06-22,36.049999,36.330002,35.849998,36.0,15.664458,1773710.0,PZU,-0.04999899999999968,-0.13869348512325808,0.480004000000001,1.3333444444444473,35.3850004,3640886.0,62.12473057090907
2010-06-23,35.900002,36.200001,35.82,35.900002,15.62095,2067890.0,PZU,0.0,0.0,0.38000100000000003,1.0584985482730613,35.5050005,3626471.0,60.72239038173251
2010-06-24,35.900002,36.099998,35.5,35.5,15.446897,1677650.0,PZU,-0.40000200000000063,-1.1142116370912754,0.5999979999999994,1.690135211267604,35.5550005,3468649.0,65.93140324643032
2010-06-25,35.599998,35.939999,35.509998,35.509998,15.451247,2162650.0,PZU,-0.0899999999999963,-0.25280900296678754,0.4300009999999972,1.210929383887876,35.616000099999994,3288553.0,69.40878450462293
